model,framing,thinking_mode,effort,session_id,position,pair,version,riddle_id,repetition,riddle_text,model_answer,thinking_used,input_tokens,output_tokens,error,accuracy_strict,strategy_strict,strategy_correctness_strict,rationale_strict,accuracy_permissive,matched_answer_idx,strategy_permissive,strategy_correctness_permissive,rationale_permissive
claude-opus-4-6,sequential,adaptive,high,s0_037,5,20,B,20B,s0_037,"Railroad Crossing, look out for the cars. Can you spell that without any T's?","**T-H-A-T.**

The riddle is a play on words — it's not asking you to spell ""Railroad Crossing, look out for the cars"" without the letter T; it's simply asking, ""Can you spell **that**?"" — and ""that"" is spelled T-H-A-T.",1,474,775,,0,inventive,0,"The model correctly identifies the wordplay but gives the spelling of 'that' as its answer rather than concluding that it cannot be spelled without T's, which is the canonical answer.",0,,inventive,0,"The model gives the spelling of 'that' as T-H-A-T rather than recognizing that in Version B the correct answer is 'No, because the word that contains a T.'"
claude-opus-4-6,sequential,adaptive,high,s0_037,6,30,A,30A,s0_037,There are six eggs in a basket. Six people each take one egg. How is it possible that one egg is still in the basket?,"**The sixth person took the egg while it was still in the basket.**

The last person took the basket itself with the egg still inside it, so technically one egg remained ""in the basket"" even though all six eggs were taken.",1,578,85,,1,inventive,1,The model correctly identifies the lateral thinking solution that the last person took the basket along with the egg.,1,0,inventive,1,"The model correctly identifies that the last person took the basket along with the egg, matching the canonical inventive answer."
claude-opus-4-6,sequential,adaptive,high,s0_038,1,5,B,5B,s0_038,"Three girls share three umbrellas on a rainy walk to school, and no girls got wet. How is it possible?","**Each girl used one umbrella.** ""Sharing"" three umbrellas among three girls simply means they divided them equally—one per person—so each girl stayed dry.",1,70,339,,1,literal,1,"The model correctly identifies that three umbrellas shared among three girls means one each, keeping all dry.",1,0,literal,1,"The model correctly identifies that each girl had one umbrella, taking the riddle at face value."
claude-opus-4-6,sequential,adaptive,high,s0_038,2,23,A,23A,s0_038,What is full of holes and can still hold water?,"**A sponge.** A sponge is full of tiny holes throughout its structure, yet its absorbent material allows it to soak up and hold water within those very holes.",1,124,64,,1,inventive,0,"The model correctly identifies a sponge as the answer, recognizing the paradox that holes can hold water through absorption.",1,0,literal,1,The model correctly identifies a sponge and explains its water-holding property through straightforward reasoning about its physical structure.
claude-opus-4-6,sequential,adaptive,high,s0_038,3,8,A,8A,s0_038,How many bananas can you eat if your stomach is empty?,"**One.** After you eat the first banana, your stomach is no longer empty, so you can only eat one banana on an empty stomach.",1,183,78,,1,inventive,0,The model correctly identifies the trick that after eating one banana the stomach is no longer empty.,1,0,inventive,0,"The model correctly identifies the trick answer that once you eat one banana, your stomach is no longer empty."
claude-opus-4-6,sequential,adaptive,high,s0_038,4,6,B,6B,s0_038,"Which of the following is the largest? A tiny triangle, a medium circle, or a large rectangle?","**The large rectangle.** The adjectives directly describe their sizes—""tiny,"" ""medium,"" and ""large""—so regardless of shape, the ""large"" rectangle is the largest of the three.",1,240,77,,1,literal,1,The model straightforwardly uses the size adjectives to determine that 'large' rectangle is biggest.,1,0,literal,1,The model takes the size descriptors at face value and correctly identifies the large rectangle as the largest.
claude-opus-4-6,sequential,adaptive,high,s0_038,5,19,B,19B,s0_038,"I speak with a mouth and hear with ears. I have a body, and I feel the wind. What am I?","**A person (human being).** All the clues describe ordinary human traits—we speak with our mouths, hear with our ears, have physical bodies, and feel the wind on our skin.",1,313,182,,1,literal,1,The model straightforwardly matches each clue to ordinary human anatomy and experience without any lateral thinking.,1,0,literal,1,The model straightforwardly identifies a person/human being by matching each clue to literal human anatomy and experience.
claude-opus-4-6,sequential,adaptive,high,s0_038,6,25,A,25A,s0_038,"I act like a cat, I look like a cat, yet I am not a cat. What am I?","**A kitten.** A kitten acts like a cat and looks like a cat, but it isn't technically a cat yet—it's a kitten, a young/baby cat.",1,383,88,,1,inventive,0,"The model correctly identifies that a kitten looks and acts like a cat but is technically not called a 'cat,' exploiting the naming distinction.",1,0,literal,1,The model correctly identifies a kitten as something that looks and acts like a cat but is not technically called a cat.
claude-opus-4-6,sequential,adaptive,high,s0_039,1,30,B,30B,s0_039,There are six eggs in a basket. Five people each take one egg. How is it possible that one egg is still in the basket?,"**The sixth person took the basket with the last egg still in it.**

This is a classic riddle where the trick is that ""taking an egg"" doesn't require removing it from the basket—the fifth person simply took the entire basket containing the remaining egg.",1,72,91,,0,inventive,0,The model gives an inventive 'basket' answer rather than the canonical answer that only five eggs were taken leaving one behind.,0,,inventive,0,The model used a lateral thinking trick (taking the basket) rather than the literal answer that six eggs minus five taken leaves one remaining.
claude-opus-4-6,sequential,adaptive,high,s0_039,2,21,A,21A,s0_039,"If the prisoner tells a lie he'll be hanged, if he tells the truth he'll be beheaded. What can he say to save himself?","**""You will hang me.""**

This creates an unresolvable paradox: if they hang him, then he told the truth and should have been beheaded, but if they behead him, then he lied and should have been hanged—since neither punishment can be applied without contradiction, they must set him free.",1,164,216,,1,inventive,1,"The model correctly identifies the paradoxical self-referential statement 'You will hang me' (equivalent to 'I'll be hanged'), using lateral thinking to exploit the logical contradiction.",1,0,inventive,1,The model's answer 'You will hang me' matches the canonical answer and correctly explains the paradox that saves the prisoner.
claude-opus-4-6,sequential,adaptive,high,s0_039,3,18,A,18A,s0_039,"With pointed fangs, I sit and wait. With piercing force, I crunch out fate. Grabbing victims, proclaiming might, physically joining with a single bite. What am I?","**A stapler.**

The ""pointed fangs"" are the staple's sharp prongs, and it ""physically joins with a single bite"" by crunching down to pierce and bind papers together.",1,282,162,,1,inventive,1,The model correctly identifies the stapler and explains the metaphorical language as describing the staple's prongs piercing and binding paper.,1,0,inventive,1,The model correctly identifies the stapler and explains the metaphorical language in terms of the stapler's mechanical action.
claude-opus-4-6,sequential,adaptive,high,s0_039,4,19,B,19B,s0_039,"I speak with a mouth and hear with ears. I have a body, and I feel the wind. What am I?","**A bell.**

A bell has a ""mouth"" (its open bottom), ""ears"" (the loops at the top used to hang it), a ""body"" (its main curved structure), and it ""feels the wind"" which can cause it to sway and ring.",1,356,206,,0,inventive,0,"The model uses lateral thinking to map bell parts to the riddle's clues, arriving at 'a bell' rather than the canonical answer 'a person.'",0,,inventive,0,"The model gives 'a bell' using metaphorical/inventive reasoning, not 'a person' which is the literal answer."
claude-opus-4-6,sequential,adaptive,high,s0_039,5,29,B,29B,s0_039,"You're trapped in a room with three doors. The first leads to a room of nothing, the second to an assassin waiting to kill you, and the third to a lion that hasn't eaten in three days. Which door is safest?","**The third door.**

A lion that hasn't eaten in three days would be dead from starvation, making it completely harmless to walk past.",1,470,68,,0,inventive,0,The model used lateral thinking (starved lion is dead) but gave door three instead of the canonical answer door one (room of nothing).,0,,inventive,0,"The model chose door three using the classic trick answer (starved lion is dead), but Version B specifies 'three days' which is not long enough for a lion to die, and the correct answer for this version is door one (room of nothing)."
claude-opus-4-6,sequential,adaptive,high,s0_039,6,10,A,10A,s0_039,"A horse was tied to a rope 5 meters long, and the horse's food was 15 meters away from the horse. How did the horse reach the food?","**The rope wasn't tied to anything else.**

The riddle only says the horse was tied to a rope, not that the rope was tied to a fixed object, so the horse could simply walk the 15 meters to its food with the rope trailing behind it.",1,544,117,,1,inventive,1,"The model correctly identifies the trick that the rope was not anchored to anything, allowing the horse to walk freely.",1,0,inventive,1,"The model correctly identifies the trick that the rope was not anchored to anything, allowing the horse to walk freely to the food."
claude-opus-4-6,sequential,adaptive,high,s0_040,1,9,A,9A,s0_040,There are 10 peaches and 7 peaches are taken away. You now have 7 peaches. How is that possible?,"**You are the one who took the 7 peaches.**

The problem says ""7 peaches are taken away"" and then states ""*you* now have 7 peaches"" — because you were the one who took them, so you're left holding the 7 you picked up.",1,75,143,,1,inventive,1,"The model correctly identifies that 'you' took the 7 peaches, meaning you now possess the taken-away peaches, matching the canonical answer.",1,0,inventive,1,"The model correctly identifies that 'you' took the 7 peaches, meaning you now possess the 7 that were 'taken away'."
claude-opus-4-6,sequential,adaptive,high,s0_040,2,5,A,5A,s0_040,"Three girls share one umbrella on the way to school, but none of them get wet. How is it possible?","**It wasn't raining.**

The problem never states it was raining — we simply assume it must be because an umbrella is mentioned, but they could carry an umbrella without needing to use it.",1,169,69,,1,inventive,1,"The model correctly identifies the trick answer that it wasn't raining, reframing the assumption that an umbrella implies rain.",1,0,inventive,1,"The model correctly identifies the trick answer that it wasn't raining, using lateral thinking to challenge the assumption that an umbrella implies rain."
claude-opus-4-6,sequential,adaptive,high,s0_040,3,30,B,30B,s0_040,There are six eggs in a basket. Five people each take one egg. How is it possible that one egg is still in the basket?,"**The sixth person took their egg while it was still in the basket — they took the basket along with the egg.**

The fifth person simply picked up the basket with the last egg still inside it, so they technically ""took one egg"" but it remained in the basket.",1,247,109,,0,inventive,0,The model gives an inventive 'took the basket' answer rather than the canonical straightforward answer that six eggs minus five taken equals one remaining.,0,,inventive,0,The model uses a lateral thinking trick (taking the basket) rather than the straightforward literal answer that six eggs minus five taken leaves one remaining.
claude-opus-4-6,sequential,adaptive,high,s0_040,4,16,B,16B,s0_040,What do you call a fly with wings?,"**A fly.**

A fly with wings is just called ""a fly"" — that's its normal state; the trick is that the question makes you overthink it (the classic reverse version of this riddle is ""a fly *without* wings,"" which would be called ""a walk"").",1,318,192,,1,inventive,0,"The model correctly identifies 'a fly' and explicitly recognizes the wordplay/trick nature of the riddle, referencing the classic reverse version.",1,0,literal,1,The model correctly identifies the answer as 'a fly' and explains that wings are the normal state for a fly.
claude-opus-4-6,sequential,adaptive,high,s0_040,5,15,B,15B,s0_040,"A girl has a book, and she is reading it, holding it, and it is open. How is she using it?","**She's reading it.**

The answer is already stated in the question itself — the trick is that it makes you overthink and search for a hidden answer, when the question literally tells you she is reading it.",1,410,228,,1,literal,1,The model correctly identifies 'she's reading it' as the answer and explicitly notes that the straightforward reading of the question is correct.,1,0,literal,1,"The model directly states she is reading it, matching the canonical answer, and explicitly notes the straightforward nature of the question."
claude-opus-4-6,sequential,adaptive,high,s0_040,6,11,A,11A,s0_040,"A magician was boasting one day about how long he could hold his breath underwater. His record was 6 minutes. A kid who was listening said, ""I can be underwater for 10 minutes using no type of equipment or air pockets!"" The magician told the kid if he could do that, he'd give him $10,000. The kid did it and won the money. How is that possible?","**The kid held a glass of water over his head for 10 minutes.**

He was technically ""under water"" — just not submerged in it — so he fulfilled the literal wording of the challenge without actually needing to hold his breath.",1,548,96,,1,inventive,1,"The model correctly identifies the trick answer that the kid held a container of water above their head, satisfying the literal wording of being 'under water.'",1,0,inventive,1,"The model correctly identifies the trick that the kid held water above/over their head, matching the canonical answer."
claude-opus-4-6,sequential,adaptive,high,s0_041,1,18,A,18A,s0_041,"With pointed fangs, I sit and wait. With piercing force, I crunch out fate. Grabbing victims, proclaiming might, physically joining with a single bite. What am I?","**A stapler.**

The ""pointed fangs"" are the staple's prongs, it ""sits and waits"" on your desk, it ""crunches"" through pages, and it physically joins papers together with a single ""bite.""",1,86,218,,1,inventive,1,The model correctly identified the stapler and used lateral thinking to interpret the violent/predatory language as metaphors for a mundane office tool.,1,0,inventive,1,The model correctly identifies the stapler and explains the metaphorical language as describing staple prongs joining papers together.
claude-opus-4-6,sequential,adaptive,high,s0_041,2,23,B,23B,s0_041,What is not full of holes and can still hold water?,"**A sponge.**

This is the classic riddle typically phrased as ""What *is* full of holes but can still hold water?""—a sponge is riddled with tiny holes throughout its structure, yet it absorbs and holds water perfectly well.",1,156,394,,0,inventive,0,"The model answered 'a sponge,' which is full of holes and thus does not meet the criterion of 'not full of holes and can still hold water'; it also misread the riddle as the classic Version A.",0,,inventive,0,"The model answered 'a sponge,' which is full of holes — the opposite of what Version B requires (not full of holes but can still hold water)."
claude-opus-4-6,sequential,adaptive,high,s0_041,3,25,A,25A,s0_041,"I act like a cat, I look like a cat, yet I am not a cat. What am I?","**A kitten.**

A kitten looks and behaves just like a cat, but it's specifically a young one, so technically it's called a kitten rather than a cat.",1,242,116,,1,inventive,0,"The model correctly identifies that a kitten looks and acts like a cat but is not technically called a 'cat,' using a naming/wordplay trick.",1,0,literal,1,The model correctly identifies a kitten as something that looks and acts like a cat but is not technically called a cat.
claude-opus-4-6,sequential,adaptive,high,s0_041,4,22,B,22B,s0_041,"It can be driven, has wheels, and can't be sliced and remain whole. What is it?","**A car.**

A car can literally be driven, has wheels, and unlike something like a pizza (which is meant to be sliced into pieces), a car cannot be sliced and remain whole or functional.",1,309,548,,1,literal,1,"The model correctly identifies a car, which meets all three criteria: can be driven, has wheels, and cannot be sliced and remain whole.",1,0,literal,1,"The model correctly identifies a car, which meets the criterion of something that can be driven, has wheels, and cannot be sliced and remain whole."
claude-opus-4-6,sequential,adaptive,high,s0_041,5,24,A,24A,s0_041,"Hands she has but does not hold, teeth she has but does not bite, feet she has but they are cold, eyes she has but without sight. Who is she?","**A doll.**

A doll has hands that cannot hold anything, teeth (some dolls have molded teeth) that cannot bite, cold feet since she's not alive, and eyes that cannot actually see.",1,395,95,,1,literal,1,The model correctly identifies a doll and explains each clue straightforwardly without any lateral thinking or wordplay.,1,0,literal,1,The model correctly identifies a doll and explains each attribute literally without any wordplay or lateral thinking.
claude-opus-4-6,sequential,adaptive,high,s0_041,6,26,B,26B,s0_041,"I have branches, fruit, a trunk, and leaves. What am I?","**A tree.**

A tree naturally has all four of those features—branches extending from its trunk, fruit that it bears, a solid trunk, and leaves on its branches.",1,462,121,,1,literal,1,The model straightforwardly identifies a tree based on the literal physical features described.,1,0,literal,1,The model straightforwardly identifies a tree based on the literal features described.
claude-opus-4-6,sequential,adaptive,high,s0_042,1,21,B,21B,s0_042,"If the prisoner tells a lie he'll be hanged, if he tells the truth he'll be freed. What can he say to save himself?","## **""I will be hanged.""**

This creates an unresolvable paradox: if they hang him, the statement was **true**, so he should have been freed; if they free him, the statement was a **lie**, so he should have been hanged — since neither punishment can be applied consistently, they are forced to let him go.",1,74,274,,0,inventive,0,"The model applied the classic paradox trick from Version A, but Version B removes the trick — the correct answer is simply to tell the truth, which the model did not give.",1,1,inventive,1,"The model gives the classic paradoxical answer 'I will be hanged,' matching the inventive alternative answer at index 1."
claude-opus-4-6,sequential,adaptive,high,s0_042,2,14,B,14B,s0_042,Has keys and can open locks. What am I?,"## **A locksmith**

A locksmith literally possesses keys and uses them (along with their expertise) to open locks, satisfying both parts of the riddle straightforwardly.",1,166,532,,1,literal,1,"The model correctly identifies a locksmith as something that has keys and can open locks, matching the canonical answer directly.",1,0,literal,1,"The model correctly identifies a locksmith as someone who has keys and can open locks, matching the canonical answer with straightforward reasoning."
claude-opus-4-6,sequential,adaptive,high,s0_042,3,4,B,4B,s0_042,A black dog stands in the middle of an intersection in a town painted black at night. All of the street lights are working. A car with two broken headlights drives towards the dog but turns in time to avoid hitting him. How could the driver have seen the dog in time?,"## **It was daytime.**

The riddle never actually states the event happens at night — it tricks you into assuming darkness, but during the day the driver could easily see the black dog regardless of broken headlights or the town's color, and street lights can be ""working"" (functional) without being needed.",1,270,303,,0,inventive,0,"The model used lateral thinking to reinterpret 'at night' as not explicitly stated, but the riddle explicitly says 'at night,' so the canonical answer (street lights are working) is not given.",0,,inventive,0,"The model used lateral thinking to reinterpret 'at night' as not applying, but the riddle explicitly states 'at night,' so this doesn't match the canonical answer about working street lights."
claude-opus-4-6,sequential,adaptive,high,s0_042,4,16,A,16A,s0_042,What do you call a fly without wings?,"## **A walk.**

Since a fly without wings can no longer fly, it can only walk — so you'd call it a ""walk"" instead of a ""fly.""",1,351,84,,1,inventive,1,"The model correctly identifies the wordplay answer: removing wings from a 'fly' leaves a 'walk,' reinterpreting 'fly' as a verb rather than an insect.",1,0,inventive,1,"The model uses wordplay, reframing 'fly' as a verb and concluding that without wings it becomes 'a walk,' matching the canonical inventive answer."
claude-opus-4-6,sequential,adaptive,high,s0_042,5,26,A,26A,s0_042,"I have branches, but no fruit, trunk, or leaves. What am I?","## **A bank.**

A bank has multiple ""branches"" (locations), but since it's not a tree, it has no fruit, trunk, or leaves.",1,410,68,,1,inventive,1,The model correctly identifies 'bank' as the answer by exploiting the double meaning of 'branches' as locations rather than tree parts.,1,0,inventive,1,"The model correctly identifies 'bank' as the answer, using the double meaning of 'branches' as a lateral thinking wordplay trick."
claude-opus-4-6,sequential,adaptive,high,s0_042,6,17,A,17A,s0_042,I'm a number. Add me to myself and multiply by 4. You will have me once more. How is that possible?,"## **Zero (0)**

Adding zero to itself gives zero, and multiplying by 4 still gives zero — no matter what operations you perform on zero, the result is always zero, so ""you will have me once more.""",1,477,156,,1,inventive,0,The model correctly identifies 0 as the number and explains the trick that zero is invariant under these operations.,1,0,literal,1,"The model correctly identifies 0 as the number, reasoning that 0+0=0 and 0×4=0."
claude-opus-4-6,sequential,adaptive,high,s0_043,1,22,A,22A,s0_043,"It can be driven, but has no wheels, and can also be sliced and remain whole. What is it?","**A golf ball.**

In golf, a ball can be ""driven"" off the tee and ""sliced"" (hit with a curving trajectory), yet it has no wheels and remains perfectly whole throughout.",1,68,167,,1,inventive,1,The model correctly identifies a golf ball and explains both the 'driven' and 'sliced' wordplay in a golf context.,1,0,inventive,1,The model correctly identifies a golf ball and explains both the 'driven' and 'sliced' wordplay in a golf context.
claude-opus-4-6,sequential,adaptive,high,s0_043,2,15,B,15B,s0_043,"A girl has a book, and she is reading it, holding it, and it is open. How is she using it?","**She is reading it.**

The answer is already stated in the question itself — she's simply using the book by reading it, which is a test of whether you overthink what is plainly stated.",1,144,301,,1,literal,1,"The model directly identifies 'reading it' as the answer, taking the riddle at face value without any lateral thinking.",1,0,literal,1,"The model directly states she is reading it, matching the canonical answer without any lateral thinking."
claude-opus-4-6,sequential,adaptive,high,s0_043,3,24,A,24A,s0_043,"Hands she has but does not hold, teeth she has but does not bite, feet she has but they are cold, eyes she has but without sight. Who is she?","**A doll.**

A doll has hands that cannot hold, teeth that cannot bite, feet that are cold (not alive), and eyes that cannot see — she resembles a person in appearance but has none of the functions of a living being.",1,228,190,,1,literal,1,The model correctly identifies a doll by straightforwardly matching each clue to the object's physical features without any lateral thinking or wordplay.,1,0,literal,1,The model correctly identifies a doll by straightforwardly matching each clue to a doll's physical features.
claude-opus-4-6,sequential,adaptive,high,s0_043,4,29,B,29B,s0_043,"You're trapped in a room with three doors. The first leads to a room of nothing, the second to an assassin waiting to kill you, and the third to a lion that hasn't eaten in three days. Which door is safest?","**The third door.**

A lion that hasn't eaten in three days would be dead from starvation (lions cannot survive that long without food — actually, let me reconsider: the classic riddle's answer is that a lion that hasn't eaten in three months would be dead, but even with three days, the intended answer is the third door), making it the safest choice compared to nothingness or an assassin.",1,336,126,,0,ambiguous,0,"The model gives multiple answers and self-corrects mid-response, ultimately landing on door three rather than the canonical answer of door one (the room of nothing).",0,,ambiguous,0,"The model ultimately selects door three and attempts an inventive justification about the lion being dead, but this is incorrect; the correct answer for Version B is door one (a room of nothing), and the model's self-correction mid-response does not land on the right answer."
claude-opus-4-6,sequential,adaptive,high,s0_043,5,4,B,4B,s0_043,A black dog stands in the middle of an intersection in a town painted black at night. All of the street lights are working. A car with two broken headlights drives towards the dog but turns in time to avoid hitting him. How could the driver have seen the dog in time?,"**It was daytime.**

The riddle never says the driver was driving at night — the phrase ""at night"" describes when the town was painted black, not the current time of the scene, so daylight made the dog perfectly visible.",1,490,638,,0,inventive,0,The model used a creative reinterpretation of 'at night' but gave the wrong answer; the canonical answer is that the street lights are working.,0,,inventive,0,"The model reinterprets 'at night' as modifying when the town was painted rather than the current time, which is a lateral/inventive reading, but the correct answer is simply that the street lights are working."
claude-opus-4-6,sequential,adaptive,high,s0_043,6,8,A,8A,s0_043,How many bananas can you eat if your stomach is empty?,"**One.**

After eating the first banana, your stomach is no longer empty, so you can only eat one banana on an *empty* stomach — every banana after that is eaten on a non-empty stomach.",1,559,86,,1,inventive,0,"The model correctly identifies the trick answer that once you eat one banana, your stomach is no longer empty.",1,0,inventive,0,"The model correctly identifies the trick that after one banana the stomach is no longer empty, matching the canonical answer."
claude-opus-4-6,sequential,adaptive,high,s0_044,1,13,B,13B,s0_044,"Feed me I live, give me water I thrive. What am I?","## A Plant

A plant lives when you feed it (with nutrients/soil) and thrives when you give it water, making it the perfect match for both clues in the riddle.",1,60,396,,1,literal,1,"The model straightforwardly identifies a plant as something that lives when fed and thrives with water, without any lateral thinking or wordplay.",1,0,literal,1,"The model straightforwardly identifies a plant as something that lives when fed and thrives with water, matching the canonical criterion."
claude-opus-4-6,sequential,adaptive,high,s0_044,2,5,A,5A,s0_044,"Three girls share one umbrella on the way to school, but none of them get wet. How is it possible?","## It's Not Raining

The simplest explanation is that there's no rain — the riddle tricks you into assuming it's raining just because an umbrella is mentioned.",1,130,67,,1,inventive,1,"The model correctly identifies the trick answer that it's not raining, recognizing the false assumption embedded in the riddle.",1,0,inventive,1,"The model correctly identifies the trick answer that it's not raining, recognizing the lateral thinking required."
claude-opus-4-6,sequential,adaptive,high,s0_044,3,27,B,27B,s0_044,It belongs to you but no one else uses it. What is it?,"## Your Name

Your name belongs to you, yet it is primarily used by other people when they address or refer to you — you rarely use it yourself.",1,189,320,,0,inventive,0,"The model answered 'your name,' which is the classic trick answer to Version A of this riddle, but Version B requires something that truly belongs to you and that no one else uses (like a toothbrush); a name fails this criterion since others use it constantly.",0,,inventive,1,"The model answered 'your name,' which is the classic Version A trick answer (others use it, not you), but Version B requires something that belongs to you and that no one else uses — the opposite scenario — so 'name' does not fit the criterion."
claude-opus-4-6,sequential,adaptive,high,s0_044,4,15,B,15B,s0_044,"A girl has a book, and she is reading it, holding it, and it is open. How is she using it?","## She's Reading It

The answer is already stated in the riddle itself — it's designed to make you overthink when it plainly tells you she is reading the book.",1,253,282,,1,literal,1,"The model correctly identifies that she is reading the book, taking the riddle at face value without any lateral thinking.",1,0,literal,1,"The model correctly identifies that she is reading the book, matching the canonical answer directly."
claude-opus-4-6,sequential,adaptive,high,s0_044,5,10,A,10A,s0_044,"A horse was tied to a rope 5 meters long, and the horse's food was 15 meters away from the horse. How did the horse reach the food?","## The Rope Wasn't Tied to Anything

The riddle says the horse was tied to a rope, but it never says the other end of the rope was tied to a fixed object, so the horse could walk freely to its food.",1,332,146,,1,inventive,1,"The model correctly identified the lateral thinking trick that the rope's other end was not anchored to anything, matching the canonical answer.",1,0,inventive,1,"The model correctly identified the trick that the rope's other end wasn't anchored to anything, matching the canonical inventive answer."
claude-opus-4-6,sequential,adaptive,high,s0_044,6,28,A,28A,s0_044,"I have cities, but no houses; forests, but no trees; and water, but no fish. What am I?","## A Map

A map has cities, forests, and water labeled or depicted on it, but none of the actual physical things (houses, trees, fish) that would exist in those real places.",1,415,63,,1,inventive,1,The model correctly identifies a map and explains the lateral thinking behind the riddle—representations without physical counterparts.,1,0,inventive,1,The model correctly identifies a map and explains the lateral thinking behind the riddle.
claude-opus-4-6,sequential,adaptive,high,s0_045,1,25,A,25A,s0_045,"I act like a cat, I look like a cat, yet I am not a cat. What am I?","**A kitten.**

A kitten acts and looks like a cat, but it is not yet an adult cat—it's still a kitten.",1,67,105,,1,inventive,0,"The model correctly identifies that a kitten acts and looks like a cat but is technically not called a 'cat,' exploiting the semantic distinction between 'kitten' and 'cat.'",1,0,literal,1,"The model correctly identifies a kitten as something that acts and looks like a cat but is not technically a cat, matching the canonical answer directly."
claude-opus-4-6,sequential,adaptive,high,s0_045,2,23,B,23B,s0_045,What is not full of holes and can still hold water?,"**A sponge.**

This is the classic riddle (typically phrased as ""full of holes but still holds water"")—a sponge is riddled with holes throughout its structure, yet it absorbs and holds water within those very holes.",1,117,302,,0,inventive,0,"The model answered 'a sponge,' which is full of holes — the opposite of what Version B asks for (not full of holes but still holds water); a sponge does not meet the criterion.",0,,inventive,0,"The model answered 'a sponge,' which is full of holes — the opposite of what Version B requires (not full of holes but still holds water)."
claude-opus-4-6,sequential,adaptive,high,s0_045,3,13,A,13A,s0_045,"Feed me I live, give me water I die. What am I?","**Fire.**

Fire grows and thrives when you ""feed"" it with fuel, but it is extinguished when you pour water on it.",1,192,78,,1,literal,0,The model correctly identifies fire and explains the straightforward logic of fuel feeding flames and water extinguishing them.,1,0,inventive,1,The model correctly identifies fire and explains the lateral thinking behind the metaphorical 'feeding' and 'watering' clues.
claude-opus-4-6,sequential,adaptive,high,s0_045,4,12,B,12B,s0_045,A guy bet his neighbor 50 bucks that his dog could jump higher than the height of a neighbor's fence. The neighbor took the bet and lost. How is that possible?,"**Fences can't jump.**

The bet was that the dog could jump higher than the fence could, and since a fence can't jump at all, even the smallest jump by the dog wins the bet.",1,267,116,,0,inventive,0,"The model used a wordplay/reframe trick (fences can't jump), but the canonical answer is simply that the fence is short enough for the dog to jump over it — a literal interpretation.",0,,inventive,0,"The model used a lateral thinking trick (fences can't jump), which was the Version A trick answer, not the literal Version B answer about the fence simply being low enough for the dog to clear."
claude-opus-4-6,sequential,adaptive,high,s0_045,5,27,B,27B,s0_045,It belongs to you but no one else uses it. What is it?,"**Your name.**

It belongs to you, yet it is primarily used by other people when they address or refer to you — you rarely use it yourself.",1,332,291,,0,inventive,0,"The model answered 'your name,' which is the classic trick answer to Version A (others use it more than you), but the criterion for Version B requires something that belongs to you and that no one else uses (like a toothbrush), so this answer fails the criterion.",0,,inventive,1,"The model answered 'your name,' which is the classic trick answer to Version A (others use it more than you), but Version B asks for something that belongs to you and no one else uses — the opposite criterion — so 'name' fails the criterion."
claude-opus-4-6,sequential,adaptive,high,s0_045,6,6,A,6A,s0_045,"Which of the following is the largest? Circle, square, or triangle?","**Triangle.**

Since no dimensions are given for any of the shapes, the question is really about the words themselves — and ""triangle"" is the largest word, having the most letters (8) compared to ""circle"" (6) and ""square"" (6).",1,385,216,,1,inventive,1,"The model correctly identifies 'triangle' by reframing the question as being about the words themselves and counting letters, which is the intended lateral thinking trick.",1,0,inventive,1,The model correctly identifies triangle as the answer using the wordplay strategy of counting letters in the shape names.
claude-opus-4-6,sequential,adaptive,high,s0_046,1,23,A,23A,s0_046,What is full of holes and can still hold water?,"**A sponge.**

A sponge is riddled with holes throughout its structure, yet its absorbent material traps and holds water within those very holes.",1,55,60,,1,inventive,0,"The model correctly identifies a sponge as the canonical answer, recognizing the paradox that holes can hold water through absorption.",1,0,inventive,0,"The model correctly identifies a sponge as the answer, recognizing the non-obvious property that holes can still hold water via absorption."
claude-opus-4-6,sequential,adaptive,high,s0_046,2,7,B,7B,s0_046,"If the end of the year is December 31st, when is the end of Christmas?","**The letter ""S"".**

The riddle plays on the word ""end"" literally, meaning the last letter of the word ""Christmas,"" which is the letter **S**.",1,116,91,,0,inventive,0,"The model used a wordplay/lateral thinking strategy (last letter of 'Christmas'), but the canonical answer is December 25, not 'S'.",0,,inventive,0,"The model used a wordplay/lateral thinking approach (last letter of 'Christmas'), but the valid answer for Version B is the literal date December 25, not a letter."
claude-opus-4-6,sequential,adaptive,high,s0_046,3,8,A,8A,s0_046,How many bananas can you eat if your stomach is empty?,"**One.**

After eating the first banana, your stomach is no longer empty, so you can only eat one banana on an empty stomach.",1,172,75,,1,inventive,0,The model correctly identifies the trick that after one banana the stomach is no longer empty.,1,0,inventive,0,"The model correctly identifies the trick that after one banana the stomach is no longer empty, matching the canonical answer."
claude-opus-4-6,sequential,adaptive,high,s0_046,4,19,B,19B,s0_046,"I speak with a mouth and hear with ears. I have a body, and I feel the wind. What am I?","**A person (human being).**

While the riddle seems like it should have a trick answer, it straightforwardly describes a human — we speak with our mouths, hear with our ears, have a body, and feel the wind against our skin.",1,232,713,,1,literal,1,The model takes the riddle at face value and correctly identifies a person as the answer through straightforward reasoning.,1,0,literal,1,"The model correctly identifies a person as the answer, reasoning straightforwardly from the physical attributes described."
